genome,depth,polisher,chrom_region,error_count,error_type,existing
ATCC_25922_Escherichia_coli,27.9,fmlrc2,chromosome 2677092-2677122,1,SNP,False
ATCC_25922_Escherichia_coli,27.9,fmlrc2,chromosome 2974371-2974401,1,SNP,False
ATCC_25922_Escherichia_coli,27.9,fmlrc2,chromosome 3185070-3185106,2,SNP,False
ATCC_25922_Escherichia_coli,27.9,hypo,chromosome 353509-353539,1,SNP,False
ATCC_25922_Escherichia_coli,27.9,hypo,chromosome 487910-487940,1,SNP,False
ATCC_25922_Escherichia_coli,27.9,hypo,chromosome 1738370-1738399,1,Insertion,False
ATCC_25922_Escherichia_coli,27.9,hypo,chromosome 1829678-1829708,1,SNP,False
ATCC_25922_Escherichia_coli,27.9,hypo,chromosome 1966424-1966454,1,SNP,False
ATCC_25922_Escherichia_coli,27.9,hypo,chromosome 2065585-2065615,1,SNP,False
ATCC_25922_Escherichia_coli,27.9,hypo,chromosome 2376571-2376601,1,SNP,False
ATCC_25922_Escherichia_coli,27.9,hypo,chromosome 2395821-2395851,1,SNP,False
ATCC_25922_Escherichia_coli,27.9,hypo,chromosome 2566322-2566352,1,SNP,False
ATCC_25922_Escherichia_coli,27.9,hypo,chromosome 2917706-2917737,2,Mixed,False
ATCC_25922_Escherichia_coli,27.9,hypo,chromosome 2931527-2931557,1,SNP,False
ATCC_25922_Escherichia_coli,27.9,hypo,chromosome 3584238-3584268,1,SNP,False
ATCC_25922_Escherichia_coli,27.9,nextpolish,chromosome 3100257-3100287,1,SNP,False
ATCC_25922_Escherichia_coli,27.9,nextpolish,chromosome 3847104-3847134,1,SNP,False
ATCC_35897_Listeria_welshimeri,27.9,fmlrc2,chromosome 431435-431469,5,Mixed,False
ATCC_17802_Vibrio_parahaemolyticus,27.9,fmlrc2,chromosome_1 1902714-1902780,5,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,27.9,fmlrc2,chromosome_2 831036-831080,8,Mixed,False
ATCC_17802_Vibrio_parahaemolyticus,27.9,hypo,chromosome_1 3073590-3073620,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,27.9,hypo,chromosome_2 375869-375899,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,27.9,hypo,chromosome_2 1562979-1563009,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,27.9,pilon,chromosome_1 1661462-1661492,1,SNP,False
ATCC_33560_Campylobacter_jejuni,27.9,fmlrc2,chromosome 38638-38677,5,Mixed,False
ATCC_33560_Campylobacter_jejuni,27.9,fmlrc2,chromosome 683057-683096,5,Mixed,False
ATCC_33560_Campylobacter_jejuni,27.9,fmlrc2,chromosome 862718-862768,13,Mixed,False
ATCC_33560_Campylobacter_jejuni,27.9,fmlrc2,chromosome 1172920-1172952,2,SNP,False
ATCC_33560_Campylobacter_jejuni,27.9,hypo,chromosome 65423-65453,1,Deletion,False
ATCC_33560_Campylobacter_jejuni,27.9,hypo,chromosome 1189001-1189030,1,Insertion,False
ATCC_33560_Campylobacter_jejuni,27.9,nextpolish,chromosome 65423-65453,1,Deletion,False
ATCC_33560_Campylobacter_jejuni,27.9,nextpolish,chromosome 1189001-1189030,1,Insertion,False
ATCC_33560_Campylobacter_jejuni,27.9,pilon,chromosome 981033-981102,4,SNP,False
ATCC_33560_Campylobacter_jejuni,27.9,pilon,chromosome 1359207-1359237,1,SNP,False
ATCC_33560_Campylobacter_jejuni,27.9,pypolca,chromosome 65423-65453,1,Deletion,False
ATCC_BAA-679_Listeria_monocytogenes,27.9,hypo,chromosome 330280-330310,1,SNP,False
ATCC_BAA-679_Listeria_monocytogenes,27.9,hypo,chromosome 2699815-2699845,1,SNP,False
ATCC_10708_Salmonella_enterica,28.0,fmlrc2,chromosome 33692-33738,5,SNP,False
ATCC_10708_Salmonella_enterica,28.0,fmlrc2,chromosome 752914-752955,5,Mixed,False
ATCC_10708_Salmonella_enterica,28.0,fmlrc2,chromosome 1632843-1632873,1,SNP,False
ATCC_10708_Salmonella_enterica,28.0,fmlrc2,chromosome 4549214-4549248,3,SNP,False
ATCC_10708_Salmonella_enterica,28.0,fmlrc2,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.0,hypo,chromosome 2509494-2509524,1,SNP,False
ATCC_10708_Salmonella_enterica,28.0,hypo,chromosome 2726743-2726773,1,SNP,False
ATCC_10708_Salmonella_enterica,28.0,hypo,chromosome 2853538-2853568,1,SNP,False
ATCC_10708_Salmonella_enterica,28.0,hypo,chromosome 3378662-3378692,1,SNP,False
ATCC_10708_Salmonella_enterica,28.0,hypo,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.0,nextpolish,plasmid 12152-12183,2,Deletion,False
ATCC_10708_Salmonella_enterica,28.0,pilon,chromosome 26821-26851,1,SNP,False
ATCC_10708_Salmonella_enterica,28.0,pilon,chromosome 4698619-4698649,1,SNP,False
ATCC_10708_Salmonella_enterica,28.0,pilon,chromosome 4701088-4701144,2,SNP,False
ATCC_10708_Salmonella_enterica,28.0,pilon,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.0,polypolish-careful,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.0,polypolish,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.0,pypolca,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.0,pypolca-careful,plasmid 12153-12183,1,Deletion,True
ATCC_19119_Listeria_ivanovii,28.0,fmlrc2,chromosome 644782-644812,1,SNP,False
ATCC_19119_Listeria_ivanovii,28.0,fmlrc2,chromosome 1227057-1227090,2,SNP,False
ATCC_19119_Listeria_ivanovii,28.0,fmlrc2,chromosome 1737036-1737067,2,SNP,False
ATCC_19119_Listeria_ivanovii,28.0,fmlrc2,chromosome 2637332-2637363,2,SNP,False
ATCC_19119_Listeria_ivanovii,28.0,fmlrc2,chromosome 2671890-2671920,1,Deletion,True
ATCC_19119_Listeria_ivanovii,28.0,hypo,chromosome 1954856-1954889,2,SNP,False
ATCC_19119_Listeria_ivanovii,28.0,pilon,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,28.0,pilon,chromosome 2788362-2788489,77,Deletion,False
ATCC_19119_Listeria_ivanovii,28.0,polypolish-careful,chromosome 808078-808108,1,Deletion,True
ATCC_19119_Listeria_ivanovii,28.0,polypolish,chromosome 808078-808108,1,Deletion,True
ATCC_35221_Campylobacter_lari,28.0,fmlrc2,chromosome 1052262-1052295,2,Insertion,False
ATCC_35221_Campylobacter_lari,28.0,hypo,chromosome 548173-548202,1,Insertion,False
ATCC_35221_Campylobacter_lari,28.0,pilon,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,28.0,pilon,chromosome 548170-548202,3,Deletion,True
ATCC_35221_Campylobacter_lari,28.0,polypolish-careful,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,28.0,polypolish-careful,chromosome 548170-548202,3,Deletion,True
ATCC_35221_Campylobacter_lari,28.0,polypolish,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,28.0,polypolish,chromosome 548170-548202,3,Deletion,True
ATCC_35221_Campylobacter_lari,28.0,pypolca,chromosome 491964-491994,1,Deletion,False
ATCC_35221_Campylobacter_lari,28.0,pypolca-careful,chromosome 491974-492004,1,Deletion,True
ATCC_14035_Vibrio_cholerae,28.0,fmlrc2,chromosome_1 2427754-2427802,12,Mixed,False
ATCC_14035_Vibrio_cholerae,28.0,fmlrc2,chromosome_2 902042-902072,1,SNP,False
ATCC_14035_Vibrio_cholerae,28.0,fmlrc2,chromosome_2 922821-922851,1,SNP,False
ATCC_14035_Vibrio_cholerae,28.0,fmlrc2,chromosome_2 976198-976228,1,SNP,False
ATCC_14035_Vibrio_cholerae,28.0,hypo,chromosome_1 1390460-1390490,1,SNP,False
ATCC_14035_Vibrio_cholerae,28.0,hypo,chromosome_1 1465534-1465564,1,SNP,False
ATCC_14035_Vibrio_cholerae,28.0,hypo,chromosome_1 1753608-1753638,1,SNP,False
ATCC_14035_Vibrio_cholerae,28.0,hypo,chromosome_1 2064131-2064161,1,SNP,False
ATCC_14035_Vibrio_cholerae,28.0,hypo,chromosome_2 881123-881153,1,SNP,False
ATCC_14035_Vibrio_cholerae,28.0,hypo,chromosome_2 885963-885993,1,SNP,False
ATCC_14035_Vibrio_cholerae,28.0,nextpolish,chromosome_1 1700763-1700798,2,SNP,False
ATCC_14035_Vibrio_cholerae,28.0,pilon,chromosome_2 902657-902687,1,SNP,False
ATCC_25922_Escherichia_coli,28.0,fmlrc2,chromosome 413247-413277,1,SNP,False
ATCC_25922_Escherichia_coli,28.0,fmlrc2,chromosome 1938766-1938805,4,SNP,False
ATCC_25922_Escherichia_coli,28.0,fmlrc2,chromosome 2486729-2486758,1,Insertion,False
ATCC_25922_Escherichia_coli,28.0,fmlrc2,chromosome 2544179-2544226,8,SNP,False
ATCC_25922_Escherichia_coli,28.0,fmlrc2,chromosome 2623830-2623860,1,SNP,False
ATCC_25922_Escherichia_coli,28.0,fmlrc2,chromosome 2911425-2911455,1,SNP,False
ATCC_25922_Escherichia_coli,28.0,fmlrc2,chromosome 3119196-3119226,1,SNP,False
ATCC_25922_Escherichia_coli,28.0,fmlrc2,chromosome 3155670-3155709,2,SNP,False
ATCC_25922_Escherichia_coli,28.0,hypo,chromosome 423377-423407,1,SNP,False
ATCC_25922_Escherichia_coli,28.0,hypo,chromosome 1821558-1821588,1,SNP,False
ATCC_25922_Escherichia_coli,28.0,hypo,chromosome 2665370-2665400,1,SNP,False
ATCC_25922_Escherichia_coli,28.0,hypo,chromosome 3269491-3269521,1,SNP,False
ATCC_25922_Escherichia_coli,28.0,polypolish-careful,chromosome 864434-864464,1,Deletion,True
ATCC_25922_Escherichia_coli,28.0,polypolish,chromosome 864434-864464,1,Deletion,True
ATCC_25922_Escherichia_coli,28.0,pypolca,chromosome 2488757-2488787,1,SNP,False
ATCC_35897_Listeria_welshimeri,28.0,fmlrc2,chromosome 943497-943527,1,SNP,False
ATCC_35897_Listeria_welshimeri,28.0,fmlrc2,chromosome 1675370-1675401,2,SNP,False
ATCC_35897_Listeria_welshimeri,28.0,hypo,chromosome 355261-355358,9,SNP,False
ATCC_35897_Listeria_welshimeri,28.0,hypo,chromosome 1759542-1759584,3,SNP,False
ATCC_35897_Listeria_welshimeri,28.0,hypo,chromosome 1945093-1945123,1,SNP,False
ATCC_35897_Listeria_welshimeri,28.0,hypo,chromosome 2261048-2261078,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.0,fmlrc2,chromosome_1 1909368-1909410,7,Mixed,False
ATCC_17802_Vibrio_parahaemolyticus,28.0,hypo,chromosome_1 1560355-1560385,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.0,hypo,chromosome_1 1822852-1822882,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.0,hypo,chromosome_1 2142740-2142770,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.0,hypo,chromosome_1 2484691-2484721,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.0,hypo,chromosome_2 241066-241096,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.0,hypo,chromosome_2 375869-375899,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.0,hypo,chromosome_2 467033-467063,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.0,hypo,chromosome_2 842687-842717,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.0,hypo,chromosome_2 998169-998199,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.0,hypo,chromosome_2 1494975-1495005,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.0,nextpolish,chromosome_1 315290-315320,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.0,nextpolish,chromosome_1 1585828-1585858,1,SNP,False
ATCC_33560_Campylobacter_jejuni,28.0,hypo,chromosome 915273-915303,1,SNP,False
ATCC_33560_Campylobacter_jejuni,28.0,hypo,chromosome 1189000-1189030,1,Deletion,False
ATCC_33560_Campylobacter_jejuni,28.0,nextpolish,chromosome 1189001-1189030,1,Insertion,False
ATCC_BAA-679_Listeria_monocytogenes,28.0,fmlrc2,chromosome 171674-171726,9,Mixed,False
ATCC_BAA-679_Listeria_monocytogenes,28.0,nextpolish,chromosome 561499-561529,1,SNP,False
ATCC_10708_Salmonella_enterica,28.1,fmlrc2,chromosome 565375-565417,8,Mixed,False
ATCC_10708_Salmonella_enterica,28.1,fmlrc2,chromosome 1344215-1344256,8,Mixed,False
ATCC_10708_Salmonella_enterica,28.1,fmlrc2,chromosome 2075970-2076000,1,SNP,False
ATCC_10708_Salmonella_enterica,28.1,fmlrc2,chromosome 2119910-2119940,1,SNP,False
ATCC_10708_Salmonella_enterica,28.1,fmlrc2,chromosome 2378754-2378799,4,SNP,False
ATCC_10708_Salmonella_enterica,28.1,fmlrc2,chromosome 3354903-3354934,2,SNP,False
ATCC_10708_Salmonella_enterica,28.1,fmlrc2,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.1,hypo,chromosome 115048-115078,1,SNP,False
ATCC_10708_Salmonella_enterica,28.1,hypo,chromosome 1306104-1306134,1,SNP,False
ATCC_10708_Salmonella_enterica,28.1,hypo,chromosome 1660540-1660570,1,SNP,False
ATCC_10708_Salmonella_enterica,28.1,hypo,chromosome 1844141-1844171,1,SNP,False
ATCC_10708_Salmonella_enterica,28.1,hypo,chromosome 2486602-2486632,1,SNP,False
ATCC_10708_Salmonella_enterica,28.1,hypo,chromosome 2509189-2509219,1,SNP,False
ATCC_10708_Salmonella_enterica,28.1,hypo,chromosome 2522718-2522748,1,SNP,False
ATCC_10708_Salmonella_enterica,28.1,hypo,chromosome 4306901-4306931,1,SNP,False
ATCC_10708_Salmonella_enterica,28.1,hypo,plasmid 6714-6744,1,SNP,False
ATCC_10708_Salmonella_enterica,28.1,hypo,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.1,nextpolish,chromosome 2316238-2316268,1,SNP,False
ATCC_10708_Salmonella_enterica,28.1,nextpolish,chromosome 2362454-2362484,1,SNP,False
ATCC_10708_Salmonella_enterica,28.1,nextpolish,chromosome 4549211-4549251,5,Mixed,False
ATCC_10708_Salmonella_enterica,28.1,nextpolish,plasmid 12125-12159,2,SNP,False
ATCC_10708_Salmonella_enterica,28.1,pilon,chromosome 2925929-2926000,39,Deletion,False
ATCC_10708_Salmonella_enterica,28.1,pilon,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.1,polypolish-careful,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.1,polypolish,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.1,pypolca-careful,plasmid 12153-12183,1,Deletion,True
ATCC_19119_Listeria_ivanovii,28.1,fmlrc2,chromosome 808078-808108,1,Deletion,True
ATCC_19119_Listeria_ivanovii,28.1,fmlrc2,chromosome 1101659-1101700,5,Mixed,False
ATCC_19119_Listeria_ivanovii,28.1,fmlrc2,chromosome 1753736-1753767,2,SNP,False
ATCC_19119_Listeria_ivanovii,28.1,fmlrc2,chromosome 2671890-2671920,1,Deletion,True
ATCC_19119_Listeria_ivanovii,28.1,fmlrc2,chromosome 2835745-2835786,8,Mixed,False
ATCC_19119_Listeria_ivanovii,28.1,hypo,chromosome 95901-95931,1,SNP,False
ATCC_19119_Listeria_ivanovii,28.1,hypo,chromosome 482139-482169,1,SNP,False
ATCC_19119_Listeria_ivanovii,28.1,hypo,chromosome 921440-921469,2,Insertion,False
ATCC_19119_Listeria_ivanovii,28.1,hypo,chromosome 1702880-1702910,1,SNP,False
ATCC_19119_Listeria_ivanovii,28.1,hypo,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,28.1,hypo,chromosome 2751284-2751314,1,SNP,False
ATCC_19119_Listeria_ivanovii,28.1,nextpolish,chromosome 1702203-1702233,1,SNP,False
ATCC_19119_Listeria_ivanovii,28.1,pilon,chromosome 808078-808108,1,Deletion,True
ATCC_19119_Listeria_ivanovii,28.1,pilon,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,28.1,polypolish-careful,chromosome 808078-808108,1,Deletion,True
ATCC_19119_Listeria_ivanovii,28.1,polypolish-careful,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,28.1,polypolish,chromosome 808078-808108,1,Deletion,True
ATCC_19119_Listeria_ivanovii,28.1,polypolish,chromosome 2671888-2671920,3,Deletion,True
ATCC_35221_Campylobacter_lari,28.1,hypo,chromosome 125049-125079,1,SNP,False
ATCC_35221_Campylobacter_lari,28.1,hypo,chromosome 548173-548202,1,Insertion,False
ATCC_35221_Campylobacter_lari,28.1,pilon,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,28.1,pilon,chromosome 492221-492251,1,SNP,False
ATCC_35221_Campylobacter_lari,28.1,polypolish-careful,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,28.1,polypolish-careful,chromosome 548170-548202,3,Deletion,True
ATCC_35221_Campylobacter_lari,28.1,polypolish,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,28.1,polypolish,chromosome 548170-548202,3,Deletion,True
ATCC_14035_Vibrio_cholerae,28.1,hypo,chromosome_1 63856-63886,1,SNP,False
ATCC_14035_Vibrio_cholerae,28.1,hypo,chromosome_1 990796-990826,1,SNP,False
ATCC_14035_Vibrio_cholerae,28.1,hypo,chromosome_1 2293840-2293870,1,SNP,False
ATCC_14035_Vibrio_cholerae,28.1,hypo,chromosome_2 781345-781375,1,SNP,False
ATCC_25922_Escherichia_coli,28.1,fmlrc2,chromosome 847866-847897,2,Mixed,False
ATCC_25922_Escherichia_coli,28.1,fmlrc2,chromosome 864434-864464,1,Deletion,True
ATCC_25922_Escherichia_coli,28.1,fmlrc2,chromosome 1454877-1454906,1,Insertion,False
ATCC_25922_Escherichia_coli,28.1,fmlrc2,chromosome 2245856-2245904,5,SNP,False
ATCC_25922_Escherichia_coli,28.1,fmlrc2,chromosome 2810002-2810031,1,Insertion,False
ATCC_25922_Escherichia_coli,28.1,fmlrc2,chromosome 3092037-3092067,1,SNP,False
ATCC_25922_Escherichia_coli,28.1,hypo,chromosome 72218-72248,1,SNP,False
ATCC_25922_Escherichia_coli,28.1,hypo,chromosome 2528433-2528463,1,SNP,False
ATCC_25922_Escherichia_coli,28.1,hypo,chromosome 2981495-2981525,1,SNP,False
ATCC_25922_Escherichia_coli,28.1,hypo,chromosome 3423927-3423957,1,SNP,False
ATCC_25922_Escherichia_coli,28.1,nextpolish,chromosome 3310786-3310816,1,SNP,False
ATCC_25922_Escherichia_coli,28.1,nextpolish,chromosome 3358380-3358410,1,SNP,False
ATCC_25922_Escherichia_coli,28.1,pilon,chromosome 1941461-1941491,1,SNP,False
ATCC_35897_Listeria_welshimeri,28.1,fmlrc2,chromosome 1618197-1618255,13,Mixed,False
ATCC_35897_Listeria_welshimeri,28.1,polypolish-careful,chromosome 918458-918488,1,Deletion,True
ATCC_35897_Listeria_welshimeri,28.1,polypolish,chromosome 918458-918488,1,Deletion,True
ATCC_17802_Vibrio_parahaemolyticus,28.1,fmlrc2,chromosome_1 1869837-1869867,1,Deletion,False
ATCC_17802_Vibrio_parahaemolyticus,28.1,hypo,chromosome_1 1879274-1879304,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.1,hypo,chromosome_1 2846788-2846818,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.1,hypo,chromosome_2 420389-420419,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.1,hypo,chromosome_2 760887-760917,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.1,hypo,chromosome_2 849768-849800,2,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.1,nextpolish,chromosome_1 2846789-2846819,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,28.1,pilon,chromosome_1 1864783-1864813,1,SNP,False
ATCC_33560_Campylobacter_jejuni,28.1,hypo,chromosome 949659-949689,1,SNP,False
ATCC_33560_Campylobacter_jejuni,28.1,hypo,chromosome 1189001-1189030,1,Insertion,False
ATCC_33560_Campylobacter_jejuni,28.1,hypo,chromosome 1640772-1640802,1,SNP,False
ATCC_BAA-679_Listeria_monocytogenes,28.1,fmlrc2,chromosome 1870429-1870459,1,SNP,False
ATCC_BAA-679_Listeria_monocytogenes,28.1,hypo,chromosome 2656903-2656933,1,SNP,False
ATCC_BAA-679_Listeria_monocytogenes,28.1,hypo,chromosome 2896029-2896059,1,SNP,False
ATCC_10708_Salmonella_enterica,28.2,fmlrc2,chromosome 1344295-1344325,1,SNP,False
ATCC_10708_Salmonella_enterica,28.2,fmlrc2,chromosome 1515909-1515939,1,SNP,False
ATCC_10708_Salmonella_enterica,28.2,fmlrc2,chromosome 2069736-2069772,3,SNP,False
ATCC_10708_Salmonella_enterica,28.2,fmlrc2,chromosome 2378832-2378869,3,SNP,False
ATCC_10708_Salmonella_enterica,28.2,fmlrc2,chromosome 2837678-2837708,1,SNP,False
ATCC_10708_Salmonella_enterica,28.2,fmlrc2,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.2,hypo,chromosome 591328-591361,2,SNP,False
ATCC_10708_Salmonella_enterica,28.2,hypo,chromosome 2077312-2077341,1,Insertion,False
ATCC_10708_Salmonella_enterica,28.2,hypo,chromosome 2199138-2199168,1,Deletion,False
ATCC_10708_Salmonella_enterica,28.2,hypo,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.2,nextpolish,chromosome 782437-782469,2,SNP,False
ATCC_10708_Salmonella_enterica,28.2,nextpolish,plasmid 12125-12157,3,SNP,False
ATCC_10708_Salmonella_enterica,28.2,pilon,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.2,polypolish-careful,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.2,polypolish,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.2,pypolca,chromosome 1958501-1958531,1,SNP,False
ATCC_10708_Salmonella_enterica,28.2,pypolca,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,28.2,pypolca-careful,plasmid 12153-12183,1,Deletion,True
ATCC_19119_Listeria_ivanovii,28.2,fmlrc2,chromosome 1227128-1227158,1,SNP,False
ATCC_19119_Listeria_ivanovii,28.2,fmlrc2,chromosome 1738492-1738525,4,Mixed,False
ATCC_19119_Listeria_ivanovii,28.2,fmlrc2,chromosome 1753335-1753365,1,SNP,False
ATCC_19119_Listeria_ivanovii,28.2,fmlrc2,chromosome 1777291-1777325,4,SNP,False
ATCC_19119_Listeria_ivanovii,28.2,fmlrc2,chromosome 2671889-2671920,2,Deletion,True
ATCC_19119_Listeria_ivanovii,28.2,hypo,chromosome 159989-160019,1,SNP,False
ATCC_19119_Listeria_ivanovii,28.2,hypo,chromosome 608572-608602,1,SNP,False
ATCC_19119_Listeria_ivanovii,28.2,hypo,chromosome 1310174-1310204,1,SNP,False
ATCC_19119_Listeria_ivanovii,28.2,nextpolish,chromosome 199945-199978,3,SNP,False
ATCC_19119_Listeria_ivanovii,28.2,nextpolish,chromosome 1909821-1909851,1,SNP,False
ATCC_19119_Listeria_ivanovii,28.2,pilon,chromosome 199945-199975,1,SNP,False
ATCC_19119_Listeria_ivanovii,28.2,pilon,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,28.2,polypolish-careful,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,28.2,polypolish,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,28.2,pypolca,chromosome 199945-199976,2,SNP,False
ATCC_19119_Listeria_ivanovii,28.2,pypolca,chromosome 2021378-2021408,1,SNP,False
ATCC_35221_Campylobacter_lari,28.2,fmlrc2,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,28.2,hypo,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,28.2,hypo,chromosome 550320-550349,1,Insertion,False
ATCC_35221_Campylobacter_lari,28.2,hypo,chromosome 802319-802348,1,Insertion,False
ATCC_35221_Campylobacter_lari,28.2,polypolish-careful,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,28.2,polypolish-careful,chromosome 548170-548202,3,Deletion,True
ATCC_35221_Campylobacter_lari,28.2,polypolish,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,28.2,polypolish,chromosome 548170-548202,3,Deletion,True
ATCC_35221_Campylobacter_lari,28.2,pypolca-careful,chromosome 491974-492004,1,Deletion,True
ATCC_14035_Vibrio_cholerae,28.2,fmlrc2,chromosome_2 951074-951126,7,Mixed,False
ATCC_14035_Vibrio_cholerae,28.2,hypo,chromosome_1 1077958-1077988,1,SNP,False
ATCC_14035_Vibrio_cholerae,28.2,hypo,chromosome_2 930044-930074,1,SNP,False
ATCC_14035_Vibrio_cholerae,28.2,hypo,chromosome_2 974669-974699,1,SNP,False
ATCC_14035_Vibrio_cholerae,28.2,nextpolish,chromosome_1 2431604-2431634,1,Deletion,False
ATCC_25922_Escherichia_coli,28.2,fmlrc2,chromosome 2911216-2911248,2,SNP,False
ATCC_25922_Escherichia_coli,28.2,fmlrc2,chromosome 2911425-2911456,2,SNP,False
ATCC_25922_Escherichia_coli,28.2,fmlrc2,chromosome 3119156-3119188,4,Mixed,False
ATCC_25922_Escherichia_coli,28.2,hypo,chromosome 615074-615104,1,SNP,False
ATCC_25922_Escherichia_coli,28.2,hypo,chromosome 1108193-1108223,1,SNP,False
ATCC_25922_Escherichia_coli,28.2,hypo,chromosome 2475464-2475494,1,SNP,False
ATCC_25922_Escherichia_coli,28.2,hypo,chromosome 2886534-2886571,2,SNP,False
ATCC_25922_Escherichia_coli,28.2,hypo,chromosome 3092786-3092836,2,SNP,False
ATCC_25922_Escherichia_coli,28.2,hypo,chromosome 3161605-3161635,1,SNP,False
ATCC_25922_Escherichia_coli,28.2,hypo,chromosome 3847104-3847134,1,SNP,False
ATCC_25922_Escherichia_coli,28.2,hypo,chromosome 3968320-3968350,1,SNP,False
ATCC_25922_Escherichia_coli,28.2,nextpolish,chromosome 1623330-1623360,1,SNP,False
ATCC_25922_Escherichia_coli,28.2,nextpolish,chromosome 1777352-1777389,2,SNP,False
ATCC_25922_Escherichia_coli,28.2,nextpolish,chromosome 2098644-2098674,1,SNP,False
ATCC_25922_Escherichia_coli,28.2,nextpolish,chromosome 3847104-3847134,1,SNP,False
ATCC_25922_Escherichia_coli,28.2,nextpolish,chromosome 4717747-4717777,1,SNP,False
ATCC_25922_Escherichia_coli,28.2,pilon,chromosome 3230421-3230597,101,Deletion,False
ATCC_35897_Listeria_welshimeri,28.2,fmlrc2,chromosome 431435-431469,5,Mixed,False
ATCC_35897_Listeria_welshimeri,28.2,hypo,chromosome 433036-433066,1,SNP,False
ATCC_35897_Listeria_welshimeri,28.2,hypo,chromosome 723161-723191,1,SNP,False
ATCC_35897_Listeria_welshimeri,28.2,hypo,chromosome 1945093-1945123,1,SNP,False
ATCC_35897_Listeria_welshimeri,28.2,hypo,chromosome 1949082-1949112,1,SNP,False
ATCC_35897_Listeria_welshimeri,28.2,nextpolish,chromosome 2453945-2453977,2,Mixed,False
ATCC_35897_Listeria_welshimeri,28.2,pilon,chromosome 578468-578803,216,Deletion,False
