genome	genome_size	target_illumina_depth	read_count	read_bases	actual_illumina_depth
ATCC_BAA-679_Listeria_monocytogenes	2944530	09.0	220244	26509794	9.003064
ATCC_10708_Salmonella_enterica	4801704	09.1	388668	43608643	9.081909
ATCC_14035_Vibrio_cholerae	4142374	09.1	296048	37703291	9.101855
ATCC_17802_Vibrio_parahaemolyticus	5147091	09.1	384304	46885308	9.109088
ATCC_19119_Listeria_ivanovii	2919549	09.1	253010	26583473	9.105335
ATCC_25922_Escherichia_coli	5204893	09.1	388366	47369319	9.100920
ATCC_33560_Campylobacter_jejuni	1768448	09.1	134076	16106998	9.107985
ATCC_35221_Campylobacter_lari	1513368	09.1	106916	13755455	9.089299
ATCC_35897_Listeria_welshimeri	2814137	09.1	197980	25611703	9.101086
ATCC_BAA-679_Listeria_monocytogenes	2944530	09.1	222692	26792653	9.099127
ATCC_10708_Salmonella_enterica	4801704	09.2	392940	44215100	9.208210
ATCC_14035_Vibrio_cholerae	4142374	09.2	299302	38116168	9.201527
ATCC_17802_Vibrio_parahaemolyticus	5147091	09.2	388526	47370675	9.203387
ATCC_19119_Listeria_ivanovii	2919549	09.2	255790	26862373	9.200863
ATCC_25922_Escherichia_coli	5204893	09.2	392632	47841475	9.191634
ATCC_33560_Campylobacter_jejuni	1768448	09.2	135548	16274346	9.202614
ATCC_35221_Campylobacter_lari	1513368	09.2	108092	13917249	9.196209
ATCC_35897_Listeria_welshimeri	2814137	09.2	200156	25925430	9.212568
ATCC_BAA-679_Listeria_monocytogenes	2944530	09.2	225138	27108602	9.206427
ATCC_10708_Salmonella_enterica	4801704	09.3	397210	44641300	9.296970
ATCC_14035_Vibrio_cholerae	4142374	09.3	302554	38544828	9.305009
ATCC_17802_Vibrio_parahaemolyticus	5147091	09.3	392750	47868854	9.300176
ATCC_19119_Listeria_ivanovii	2919549	09.3	258570	27175428	9.308091
ATCC_25922_Escherichia_coli	5204893	09.3	396900	48366636	9.292532
ATCC_33560_Campylobacter_jejuni	1768448	09.3	137022	16445235	9.299247
ATCC_35221_Campylobacter_lari	1513368	09.3	109266	14056282	9.288079
ATCC_35897_Listeria_welshimeri	2814137	09.3	202330	26208306	9.313088
ATCC_BAA-679_Listeria_monocytogenes	2944530	09.3	227586	27436369	9.317741
ATCC_10708_Salmonella_enterica	4801704	09.4	401482	45106752	9.393905
ATCC_14035_Vibrio_cholerae	4142374	09.4	305808	38934184	9.399002
ATCC_17802_Vibrio_parahaemolyticus	5147091	09.4	396972	48446536	9.412411
ATCC_19119_Listeria_ivanovii	2919549	09.4	261350	27444617	9.400293
ATCC_25922_Escherichia_coli	5204893	09.4	401168	48944379	9.403532
ATCC_33560_Campylobacter_jejuni	1768448	09.4	138496	16628024	9.402608
ATCC_35221_Campylobacter_lari	1513368	09.4	110442	14222175	9.397697
ATCC_35897_Listeria_welshimeri	2814137	09.4	204506	26442382	9.396266
ATCC_BAA-679_Listeria_monocytogenes	2944530	09.4	230034	27661425	9.394173
ATCC_10708_Salmonella_enterica	4801704	09.5	405754	45592462	9.495058
ATCC_14035_Vibrio_cholerae	4142374	09.5	309062	39367338	9.503569
ATCC_17802_Vibrio_parahaemolyticus	5147091	09.5	401196	48885033	9.497604
ATCC_19119_Listeria_ivanovii	2919549	09.5	264130	27754815	9.506541
ATCC_25922_Escherichia_coli	5204893	09.5	405436	49453523	9.501352
ATCC_33560_Campylobacter_jejuni	1768448	09.5	139968	16785646	9.491738
ATCC_35221_Campylobacter_lari	1513368	09.5	111616	14388202	9.507404
ATCC_35897_Listeria_welshimeri	2814137	09.5	206682	26731782	9.499104
ATCC_BAA-679_Listeria_monocytogenes	2944530	09.5	232480	27978625	9.501898
ATCC_10708_Salmonella_enterica	4801704	09.6	410024	46105809	9.601968
ATCC_14035_Vibrio_cholerae	4142374	09.6	312314	39796845	9.607255
ATCC_17802_Vibrio_parahaemolyticus	5147091	09.6	405420	49445131	9.606422
ATCC_19119_Listeria_ivanovii	2919549	09.6	266910	28049071	9.607330
ATCC_25922_Escherichia_coli	5204893	09.6	409704	49968249	9.600245
ATCC_33560_Campylobacter_jejuni	1768448	09.6	141442	16958630	9.589555
ATCC_35221_Campylobacter_lari	1513368	09.6	112792	14519017	9.593844
ATCC_35897_Listeria_welshimeri	2814137	09.6	208858	27000638	9.594642
ATCC_BAA-679_Listeria_monocytogenes	2944530	09.6	234928	28212284	9.581252
ATCC_10708_Salmonella_enterica	4801704	09.7	414296	46640773	9.713379
ATCC_14035_Vibrio_cholerae	4142374	09.7	315568	40173566	9.698198
ATCC_17802_Vibrio_parahaemolyticus	5147091	09.7	409642	49930388	9.700700
ATCC_19119_Listeria_ivanovii	2919549	09.7	269692	28335556	9.705456
ATCC_25922_Escherichia_coli	5204893	09.7	413972	50513447	9.704992
ATCC_33560_Campylobacter_jejuni	1768448	09.7	142916	17145684	9.695328
ATCC_35221_Campylobacter_lari	1513368	09.7	113966	14687421	9.705121
ATCC_35897_Listeria_welshimeri	2814137	09.7	211034	27287285	9.696501
ATCC_BAA-679_Listeria_monocytogenes	2944530	09.7	237374	28580306	9.706236
ATCC_10708_Salmonella_enterica	4801704	09.8	418566	47055937	9.799841
ATCC_14035_Vibrio_cholerae	4142374	09.8	318822	40575323	9.795185
ATCC_17802_Vibrio_parahaemolyticus	5147091	09.8	413866	50434792	9.798698
ATCC_19119_Listeria_ivanovii	2919549	09.8	272472	28572965	9.786773
ATCC_25922_Escherichia_coli	5204893	09.8	418240	51031197	9.804466
ATCC_33560_Campylobacter_jejuni	1768448	09.8	144390	17374780	9.824874
ATCC_35221_Campylobacter_lari	1513368	09.8	115140	14806201	9.783609
ATCC_35897_Listeria_welshimeri	2814137	09.8	213208	27603295	9.808795
ATCC_BAA-679_Listeria_monocytogenes	2944530	09.8	239822	28842677	9.795341
ATCC_10708_Salmonella_enterica	4801704	09.9	422838	47484303	9.889052
ATCC_14035_Vibrio_cholerae	4142374	09.9	322074	41033131	9.905704
ATCC_17802_Vibrio_parahaemolyticus	5147091	09.9	418088	50985269	9.905647
ATCC_19119_Listeria_ivanovii	2919549	09.9	275252	28976109	9.924857
ATCC_25922_Escherichia_coli	5204893	09.9	422508	51499230	9.894387
ATCC_33560_Campylobacter_jejuni	1768448	09.9	145862	17562006	9.930744
ATCC_35221_Campylobacter_lari	1513368	09.9	116316	14997866	9.910257
ATCC_35897_Listeria_welshimeri	2814137	09.9	215384	27875104	9.905382
ATCC_BAA-679_Listeria_monocytogenes	2944530	09.9	242268	29159079	9.902795
ATCC_10708_Salmonella_enterica	4801704	10.0	427108	48008440	9.998208
ATCC_14035_Vibrio_cholerae	4142374	10.0	325328	41385661	9.990807
ATCC_17802_Vibrio_parahaemolyticus	5147091	10.0	422312	51459283	9.997741
ATCC_19119_Listeria_ivanovii	2919549	10.0	278032	29161218	9.988261
ATCC_25922_Escherichia_coli	5204893	10.0	426774	52040787	9.998435
ATCC_33560_Campylobacter_jejuni	1768448	10.0	147336	17685488	10.000569
ATCC_35221_Campylobacter_lari	1513368	10.0	117490	15149797	10.010649
ATCC_35897_Listeria_welshimeri	2814137	10.0	217560	28176764	10.012577
ATCC_BAA-679_Listeria_monocytogenes	2944530	10.0	244716	29479178	10.011505
ATCC_10708_Salmonella_enterica	4801704	10.1	431380	48513288	10.103348
ATCC_14035_Vibrio_cholerae	4142374	10.1	328582	41796271	10.089931
ATCC_17802_Vibrio_parahaemolyticus	5147091	10.1	426534	52006082	10.103975
ATCC_19119_Listeria_ivanovii	2919549	10.1	280812	29488628	10.100405
ATCC_25922_Escherichia_coli	5204893	10.1	431042	52604233	10.106688
ATCC_33560_Campylobacter_jejuni	1768448	10.1	148810	17863735	10.101362
ATCC_35221_Campylobacter_lari	1513368	10.1	118666	15255276	10.080347
ATCC_35897_Listeria_welshimeri	2814137	10.1	219736	28424730	10.100691
ATCC_BAA-679_Listeria_monocytogenes	2944530	10.1	247164	29743646	10.101322
ATCC_10708_Salmonella_enterica	4801704	10.2	435650	48976775	10.199873
ATCC_14035_Vibrio_cholerae	4142374	10.2	331834	42196412	10.186528
ATCC_17802_Vibrio_parahaemolyticus	5147091	10.2	430758	52542913	10.208273
ATCC_19119_Listeria_ivanovii	2919549	10.2	283592	29788733	10.203196
ATCC_25922_Escherichia_coli	5204893	10.2	435310	53053689	10.193041
ATCC_33560_Campylobacter_jejuni	1768448	10.2	150282	18059547	10.212088
ATCC_35221_Campylobacter_lari	1513368	10.2	119840	15433571	10.198161
ATCC_35897_Listeria_welshimeri	2814137	10.2	221912	28712999	10.203127
ATCC_BAA-679_Listeria_monocytogenes	2944530	10.2	249610	30058290	10.208179
ATCC_10708_Salmonella_enterica	4801704	10.3	439922	49502839	10.309431
ATCC_14035_Vibrio_cholerae	4142374	10.3	335088	42695993	10.307131
ATCC_17802_Vibrio_parahaemolyticus	5147091	10.3	434980	52970714	10.291388
ATCC_19119_Listeria_ivanovii	2919549	10.3	286374	30058357	10.295548
ATCC_25922_Escherichia_coli	5204893	10.3	439578	53611006	10.300116
ATCC_33560_Campylobacter_jejuni	1768448	10.3	151756	18203024	10.293219
ATCC_35221_Campylobacter_lari	1513368	10.3	121016	15603052	10.310150
ATCC_35897_Listeria_welshimeri	2814137	10.3	224086	28995820	10.303627
ATCC_BAA-679_Listeria_monocytogenes	2944530	10.3	252058	30297192	10.289313
ATCC_10708_Salmonella_enterica	4801704	10.4	444192	49973159	10.407380
ATCC_14035_Vibrio_cholerae	4142374	10.4	338342	43056422	10.394141
ATCC_17802_Vibrio_parahaemolyticus	5147091	10.4	439204	53571436	10.408099
ATCC_19119_Listeria_ivanovii	2919549	10.4	289154	30334607	10.390168
ATCC_25922_Escherichia_coli	5204893	10.4	443846	54098546	10.393786
ATCC_33560_Campylobacter_jejuni	1768448	10.4	153230	18358467	10.381117
ATCC_35221_Campylobacter_lari	1513368	10.4	122190	15740003	10.400644
ATCC_35897_Listeria_welshimeri	2814137	10.4	226262	29249730	10.393854
ATCC_BAA-679_Listeria_monocytogenes	2944530	10.4	254504	30590879	10.389053
ATCC_10708_Salmonella_enterica	4801704	10.5	448464	50393887	10.495000
ATCC_14035_Vibrio_cholerae	4142374	10.5	341594	43446049	10.488200
ATCC_17802_Vibrio_parahaemolyticus	5147091	10.5	443428	54026893	10.496587
ATCC_19119_Listeria_ivanovii	2919549	10.5	291934	30664372	10.503119
ATCC_25922_Escherichia_coli	5204893	10.5	448114	54664563	10.502533
ATCC_33560_Campylobacter_jejuni	1768448	10.5	154702	18583963	10.508628
ATCC_35221_Campylobacter_lari	1513368	10.5	123366	15874169	10.489298
ATCC_35897_Listeria_welshimeri	2814137	10.5	228438	29559439	10.503909
ATCC_BAA-679_Listeria_monocytogenes	2944530	10.5	256952	30913858	10.498741
ATCC_10708_Salmonella_enterica	4801704	10.6	452734	50903241	10.601078
ATCC_14035_Vibrio_cholerae	4142374	10.6	344848	43950844	10.610061
ATCC_17802_Vibrio_parahaemolyticus	5147091	10.6	447650	54526537	10.593660
ATCC_19119_Listeria_ivanovii	2919549	10.6	294714	30897276	10.582893
ATCC_25922_Escherichia_coli	5204893	10.6	452382	55116731	10.589407
ATCC_33560_Campylobacter_jejuni	1768448	10.6	156176	18692909	10.570233
ATCC_35221_Campylobacter_lari	1513368	10.6	124540	16048551	10.604526
ATCC_35897_Listeria_welshimeri	2814137	10.6	230614	29835087	10.601860
ATCC_BAA-679_Listeria_monocytogenes	2944530	10.6	259398	31162451	10.583166
ATCC_10708_Salmonella_enterica	4801704	10.7	457006	51357102	10.695599
ATCC_14035_Vibrio_cholerae	4142374	10.7	348100	44335861	10.703007
ATCC_17802_Vibrio_parahaemolyticus	5147091	10.7	451874	55115859	10.708157
ATCC_19119_Listeria_ivanovii	2919549	10.7	297494	31266156	10.709241
ATCC_25922_Escherichia_coli	5204893	10.7	456648	55732373	10.707688
ATCC_33560_Campylobacter_jejuni	1768448	10.7	157650	18925561	10.701791
ATCC_35221_Campylobacter_lari	1513368	10.7	125716	16204528	10.707592
ATCC_35897_Listeria_welshimeri	2814137	10.7	232790	30102534	10.696897
ATCC_BAA-679_Listeria_monocytogenes	2944530	10.7	261846	31495211	10.696175
ATCC_10708_Salmonella_enterica	4801704	10.8	461278	51942579	10.817530
ATCC_14035_Vibrio_cholerae	4142374	10.8	351354	44722755	10.796406
ATCC_17802_Vibrio_parahaemolyticus	5147091	10.8	456096	55636304	10.809271
ATCC_19119_Listeria_ivanovii	2919549	10.8	300274	31516330	10.794930
ATCC_25922_Escherichia_coli	5204893	10.8	460916	56224142	10.802170
ATCC_33560_Campylobacter_jejuni	1768448	10.8	159122	19120120	10.811807
ATCC_35221_Campylobacter_lari	1513368	10.8	126890	16316127	10.781334
ATCC_35897_Listeria_welshimeri	2814137	10.8	234964	30381933	10.796181
ATCC_BAA-679_Listeria_monocytogenes	2944530	10.8	264294	31820690	10.806712
ATCC_10708_Salmonella_enterica	4801704	10.9	465548	52326823	10.897552
ATCC_14035_Vibrio_cholerae	4142374	10.9	354608	45159298	10.901791
ATCC_17802_Vibrio_parahaemolyticus	5147091	10.9	460320	56160152	10.911047
ATCC_19119_Listeria_ivanovii	2919549	10.9	303054	31821569	10.899481
ATCC_25922_Escherichia_coli	5204893	10.9	465184	56713182	10.896128
ATCC_33560_Campylobacter_jejuni	1768448	10.9	160596	19290180	10.907971
ATCC_35221_Campylobacter_lari	1513368	10.9	128064	16505222	10.906284
ATCC_35897_Listeria_welshimeri	2814137	10.9	237140	30642950	10.888933
ATCC_BAA-679_Listeria_monocytogenes	2944530	10.9	266740	32094971	10.899862
ATCC_10708_Salmonella_enterica	4801704	11.0	469820	52820478	11.000361
ATCC_14035_Vibrio_cholerae	4142374	11.0	357860	45566124	11.000002
ATCC_17802_Vibrio_parahaemolyticus	5147091	11.0	464542	56585097	10.993607
ATCC_19119_Listeria_ivanovii	2919549	11.0	305836	32180067	11.022273
ATCC_25922_Escherichia_coli	5204893	11.0	469452	57267092	11.002549
ATCC_33560_Campylobacter_jejuni	1768448	11.0	162070	19445199	10.995629
ATCC_35221_Campylobacter_lari	1513368	11.0	129240	16667853	11.013747
ATCC_35897_Listeria_welshimeri	2814137	11.0	239316	30969496	11.004970
ATCC_BAA-679_Listeria_monocytogenes	2944530	11.0	269188	32347448	10.985606
ATCC_10708_Salmonella_enterica	4801704	11.1	474090	53367144	11.114209
ATCC_14035_Vibrio_cholerae	4142374	11.1	361114	45973277	11.098292
ATCC_17802_Vibrio_parahaemolyticus	5147091	11.1	468766	57107313	11.095065
ATCC_19119_Listeria_ivanovii	2919549	11.1	308616	32384499	11.092295
ATCC_25922_Escherichia_coli	5204893	11.1	473720	57793945	11.103771
ATCC_33560_Campylobacter_jejuni	1768448	11.1	163542	19590776	11.077948
ATCC_35221_Campylobacter_lari	1513368	11.1	130414	16813785	11.110176
ATCC_35897_Listeria_welshimeri	2814137	11.1	241492	31242693	11.102051
ATCC_BAA-679_Listeria_monocytogenes	2944530	11.1	271634	32676905	11.097494
ATCC_10708_Salmonella_enterica	4801704	11.2	478362	53836320	11.211919
ATCC_14035_Vibrio_cholerae	4142374	11.2	364368	46384419	11.197544
ATCC_17802_Vibrio_parahaemolyticus	5147091	11.2	472988	57611788	11.193077
ATCC_19119_Listeria_ivanovii	2919549	11.2	311396	32726689	11.209501
ATCC_25922_Escherichia_coli	5204893	11.2	477988	58271934	11.195606
ATCC_33560_Campylobacter_jejuni	1768448	11.2	165016	19847069	11.222873
ATCC_35221_Campylobacter_lari	1513368	11.2	131590	16953803	11.202696
ATCC_35897_Listeria_welshimeri	2814137	11.2	243668	31518902	11.200201
ATCC_BAA-679_Listeria_monocytogenes	2944530	11.2	274082	32925077	11.181776
ATCC_10708_Salmonella_enterica	4801704	11.3	482632	54289026	11.306200
ATCC_14035_Vibrio_cholerae	4142374	11.3	367620	46789822	11.295412
ATCC_17802_Vibrio_parahaemolyticus	5147091	11.3	477212	58126653	11.293107
ATCC_19119_Listeria_ivanovii	2919549	11.3	314176	32973592	11.294070
ATCC_25922_Escherichia_coli	5204893	11.3	482256	58879298	11.312297
ATCC_33560_Campylobacter_jejuni	1768448	11.3	166490	19998532	11.308521
ATCC_35221_Campylobacter_lari	1513368	11.3	132764	17102105	11.300691
ATCC_35897_Listeria_welshimeri	2814137	11.3	245842	31785643	11.294987
ATCC_BAA-679_Listeria_monocytogenes	2944530	11.3	276530	33322460	11.316733
ATCC_10708_Salmonella_enterica	4801704	11.4	486904	54667883	11.385100
ATCC_14035_Vibrio_cholerae	4142374	11.4	370874	47254860	11.407675
ATCC_17802_Vibrio_parahaemolyticus	5147091	11.4	481436	58692446	11.403032
ATCC_19119_Listeria_ivanovii	2919549	11.4	316956	33307415	11.408411
ATCC_25922_Escherichia_coli	5204893	11.4	486524	59295807	11.392320
ATCC_33560_Campylobacter_jejuni	1768448	11.4	167962	20229200	11.438956
ATCC_35221_Campylobacter_lari	1513368	11.4	133940	17220987	11.379246
ATCC_35897_Listeria_welshimeri	2814137	11.4	248018	32091890	11.403812
ATCC_BAA-679_Listeria_monocytogenes	2944530	11.4	278976	33586332	11.406347
ATCC_10708_Salmonella_enterica	4801704	11.5	491174	55224414	11.501003
ATCC_14035_Vibrio_cholerae	4142374	11.5	374128	47630152	11.498274
ATCC_17802_Vibrio_parahaemolyticus	5147091	11.5	485658	59190696	11.499834
ATCC_19119_Listeria_ivanovii	2919549	11.5	319736	33572861	11.499331
ATCC_25922_Escherichia_coli	5204893	11.5	490790	59877367	11.504053
ATCC_33560_Campylobacter_jejuni	1768448	11.5	169436	20339060	11.501078
ATCC_35221_Campylobacter_lari	1513368	11.5	135114	17434092	11.520061
ATCC_35897_Listeria_welshimeri	2814137	11.5	250194	32327025	11.487367
ATCC_BAA-679_Listeria_monocytogenes	2944530	11.5	281424	33885015	11.507783
ATCC_10708_Salmonella_enterica	4801704	11.6	495446	55745160	11.609453
ATCC_14035_Vibrio_cholerae	4142374	11.6	377380	48035640	11.596162
ATCC_17802_Vibrio_parahaemolyticus	5147091	11.6	489882	59733609	11.605314
ATCC_19119_Listeria_ivanovii	2919549	11.6	322518	33826356	11.586157
ATCC_25922_Escherichia_coli	5204893	11.6	495058	60364087	11.597565
ATCC_33560_Campylobacter_jejuni	1768448	11.6	170910	20511036	11.598325
ATCC_35221_Campylobacter_lari	1513368	11.6	136290	17539745	11.589874
ATCC_35897_Listeria_welshimeri	2814137	11.6	252370	32662683	11.606642
ATCC_BAA-679_Listeria_monocytogenes	2944530	11.6	283870	34115760	11.586147
ATCC_10708_Salmonella_enterica	4801704	11.7	499716	56226959	11.709792
ATCC_14035_Vibrio_cholerae	4142374	11.7	380634	48453333	11.696996
ATCC_17802_Vibrio_parahaemolyticus	5147091	11.7	494104	60266334	11.708814
ATCC_19119_Listeria_ivanovii	2919549	11.7	325298	34151050	11.697371
ATCC_25922_Escherichia_coli	5204893	11.7	499326	60936747	11.707588
ATCC_33560_Campylobacter_jejuni	1768448	11.7	172382	20704061	11.707475
ATCC_35221_Campylobacter_lari	1513368	11.7	137464	17705204	11.699206
ATCC_35897_Listeria_welshimeri	2814137	11.7	254546	32948936	11.708362
ATCC_BAA-679_Listeria_monocytogenes	2944530	11.7	286318	34426201	11.691577
ATCC_10708_Salmonella_enterica	4801704	11.8	503988	56580929	11.783510
ATCC_14035_Vibrio_cholerae	4142374	11.8	383886	48852739	11.793415
ATCC_17802_Vibrio_parahaemolyticus	5147091	11.8	498328	60782186	11.809036
ATCC_19119_Listeria_ivanovii	2919549	11.8	328078	34456747	11.802078
ATCC_25922_Escherichia_coli	5204893	11.8	503594	61399640	11.796523
ATCC_33560_Campylobacter_jejuni	1768448	11.8	173856	20849379	11.789647
ATCC_35221_Campylobacter_lari	1513368	11.8	138638	17844469	11.791229
ATCC_35897_Listeria_welshimeri	2814137	11.8	256720	33240249	11.811880
ATCC_BAA-679_Listeria_monocytogenes	2944530	11.8	288764	34735943	11.796769
ATCC_10708_Salmonella_enterica	4801704	11.9	508260	57147641	11.901533
ATCC_14035_Vibrio_cholerae	4142374	11.9	387140	49313933	11.904751
ATCC_17802_Vibrio_parahaemolyticus	5147091	11.9	502550	61278597	11.905481
ATCC_19119_Listeria_ivanovii	2919549	11.9	330858	34722936	11.893253
ATCC_25922_Escherichia_coli	5204893	11.9	507862	61902371	11.893111
ATCC_33560_Campylobacter_jejuni	1768448	11.9	175330	21056093	11.906537
ATCC_35221_Campylobacter_lari	1513368	11.9	139814	18016931	11.905188
ATCC_35897_Listeria_welshimeri	2814137	11.9	258896	33473831	11.894883
ATCC_BAA-679_Listeria_monocytogenes	2944530	11.9	291212	35010082	11.889871
ATCC_10708_Salmonella_enterica	4801704	12.0	512530	57628305	12.001636
ATCC_14035_Vibrio_cholerae	4142374	12.0	390394	49687923	11.995035
ATCC_17802_Vibrio_parahaemolyticus	5147091	12.0	506774	61773904	12.001712
ATCC_19119_Listeria_ivanovii	2919549	12.0	333638	35035472	12.000302
ATCC_25922_Escherichia_coli	5204893	12.0	512130	62466011	12.001401
ATCC_33560_Campylobacter_jejuni	1768448	12.0	176802	21212389	11.994918
ATCC_35221_Campylobacter_lari	1513368	12.0	140988	18113934	11.969285
ATCC_35897_Listeria_welshimeri	2814137	12.0	261072	33770740	12.000389
ATCC_BAA-679_Listeria_monocytogenes	2944530	12.0	293660	35322090	11.995832
ATCC_10708_Salmonella_enterica	4801704	12.1	516802	58167098	12.113845
ATCC_14035_Vibrio_cholerae	4142374	12.1	393646	50101616	12.094904
ATCC_17802_Vibrio_parahaemolyticus	5147091	12.1	510996	62224163	12.089190
ATCC_19119_Listeria_ivanovii	2919549	12.1	336418	35308801	12.093923
ATCC_25922_Escherichia_coli	5204893	12.1	516398	63016867	12.107235
ATCC_33560_Campylobacter_jejuni	1768448	12.1	178276	21411394	12.107449
ATCC_35221_Campylobacter_lari	1513368	12.1	142164	18335887	12.115947
ATCC_35897_Listeria_welshimeri	2814137	12.1	263248	34024352	12.090510
ATCC_BAA-679_Listeria_monocytogenes	2944530	12.1	296106	35671998	12.114666
ATCC_10708_Salmonella_enterica	4801704	12.2	521072	58542159	12.191954
ATCC_14035_Vibrio_cholerae	4142374	12.2	396900	50522118	12.196416
ATCC_17802_Vibrio_parahaemolyticus	5147091	12.2	515220	62803774	12.201799
ATCC_19119_Listeria_ivanovii	2919549	12.2	339200	35646434	12.209568
ATCC_25922_Escherichia_coli	5204893	12.2	520666	63482115	12.196622
ATCC_33560_Campylobacter_jejuni	1768448	12.2	179750	21582399	12.204146
ATCC_35221_Campylobacter_lari	1513368	12.2	143338	18454713	12.194464
ATCC_35897_Listeria_welshimeri	2814137	12.2	265424	34343802	12.204026
ATCC_BAA-679_Listeria_monocytogenes	2944530	12.2	298554	35958888	12.212097
ATCC_10708_Salmonella_enterica	4801704	12.3	525344	59133379	12.315082
ATCC_14035_Vibrio_cholerae	4142374	12.3	400154	50974098	12.305527
ATCC_17802_Vibrio_parahaemolyticus	5147091	12.3	519444	63330841	12.304200
ATCC_19119_Listeria_ivanovii	2919549	12.3	341980	35952806	12.314506
ATCC_25922_Escherichia_coli	5204893	12.3	524932	64019878	12.299941
ATCC_33560_Campylobacter_jejuni	1768448	12.3	181222	21735577	12.290763
ATCC_35221_Campylobacter_lari	1513368	12.3	144514	18625975	12.307631
ATCC_35897_Listeria_welshimeri	2814137	12.3	267598	34632321	12.306551
ATCC_BAA-679_Listeria_monocytogenes	2944530	12.3	301000	36213437	12.298545
ATCC_10708_Salmonella_enterica	4801704	12.4	529614	59513922	12.394333
ATCC_14035_Vibrio_cholerae	4142374	12.4	403406	51392987	12.406650
ATCC_17802_Vibrio_parahaemolyticus	5147091	12.4	523666	63793434	12.394075
ATCC_19119_Listeria_ivanovii	2919549	12.4	344760	36203722	12.400450
ATCC_25922_Escherichia_coli	5204893	12.4	529200	64562139	12.404124
ATCC_33560_Campylobacter_jejuni	1768448	12.4	182696	21903662	12.385810
ATCC_35221_Campylobacter_lari	1513368	12.4	145688	18746256	12.387110
ATCC_35897_Listeria_welshimeri	2814137	12.4	269774	34878157	12.393908
ATCC_BAA-679_Listeria_monocytogenes	2944530	12.4	303448	36488107	12.391827
ATCC_10708_Salmonella_enterica	4801704	12.5	533886	60007356	12.497096
ATCC_14035_Vibrio_cholerae	4142374	12.5	406660	51760826	12.495449
ATCC_17802_Vibrio_parahaemolyticus	5147091	12.5	527890	64347077	12.501639
ATCC_19119_Listeria_ivanovii	2919549	12.5	347540	36460808	12.488506
ATCC_25922_Escherichia_coli	5204893	12.5	533468	65049587	12.497776
ATCC_33560_Campylobacter_jejuni	1768448	12.5	184170	22118447	12.507264
ATCC_35221_Campylobacter_lari	1513368	12.5	146864	18903448	12.490979
ATCC_35897_Listeria_welshimeri	2814137	12.5	271950	35218467	12.514837
ATCC_BAA-679_Listeria_monocytogenes	2944530	12.5	305894	36843396	12.512487
ATCC_10708_Salmonella_enterica	4801704	12.6	538156	60522444	12.604367
ATCC_14035_Vibrio_cholerae	4142374	12.6	409914	52179184	12.596444
ATCC_17802_Vibrio_parahaemolyticus	5147091	12.6	532112	64790430	12.587776
ATCC_19119_Listeria_ivanovii	2919549	12.6	350320	36776679	12.596698
ATCC_25922_Escherichia_coli	5204893	12.6	537736	65638419	12.610906
ATCC_33560_Campylobacter_jejuni	1768448	12.6	185644	22307427	12.614126
ATCC_35221_Campylobacter_lari	1513368	12.6	148038	19069725	12.600851
ATCC_35897_Listeria_welshimeri	2814137	12.6	274126	35461368	12.601151
ATCC_BAA-679_Listeria_monocytogenes	2944530	12.6	308342	37087649	12.595439
ATCC_10708_Salmonella_enterica	4801704	12.7	542428	60938630	12.691042
ATCC_14035_Vibrio_cholerae	4142374	12.7	413166	52644700	12.708823
ATCC_17802_Vibrio_parahaemolyticus	5147091	12.7	536336	65380139	12.702347
ATCC_19119_Listeria_ivanovii	2919549	12.7	353100	36998385	12.672637
ATCC_25922_Escherichia_coli	5204893	12.7	542004	66084885	12.696684
ATCC_33560_Campylobacter_jejuni	1768448	12.7	187116	22453964	12.696988
ATCC_35221_Campylobacter_lari	1513368	12.7	149214	19232599	12.708474
ATCC_35897_Listeria_welshimeri	2814137	12.7	276302	35740206	12.700236
ATCC_BAA-679_Listeria_monocytogenes	2944530	12.7	310790	37385522	12.696600
ATCC_10708_Salmonella_enterica	4801704	12.8	546698	61522510	12.812641
ATCC_14035_Vibrio_cholerae	4142374	12.8	416420	53043457	12.805086
ATCC_17802_Vibrio_parahaemolyticus	5147091	12.8	540558	65834014	12.790528
ATCC_19119_Listeria_ivanovii	2919549	12.8	355882	37345308	12.791464
ATCC_25922_Escherichia_coli	5204893	12.8	546272	66558785	12.787733
ATCC_33560_Campylobacter_jejuni	1768448	12.8	188590	22656526	12.811530
ATCC_35221_Campylobacter_lari	1513368	12.8	150388	19388615	12.811566
ATCC_35897_Listeria_welshimeri	2814137	12.8	278476	36014766	12.797801
ATCC_BAA-679_Listeria_monocytogenes	2944530	12.8	313236	37726807	12.812505
ATCC_10708_Salmonella_enterica	4801704	12.9	550970	61883060	12.887729
ATCC_14035_Vibrio_cholerae	4142374	12.9	419672	53455420	12.904537
ATCC_17802_Vibrio_parahaemolyticus	5147091	12.9	544782	66423402	12.905037
ATCC_19119_Listeria_ivanovii	2919549	12.9	358662	37640876	12.892702
ATCC_25922_Escherichia_coli	5204893	12.9	550540	67102205	12.892139
ATCC_33560_Campylobacter_jejuni	1768448	12.9	190064	22824357	12.906433
ATCC_35221_Campylobacter_lari	1513368	12.9	151562	19539269	12.911115
ATCC_35897_Listeria_welshimeri	2814137	12.9	280652	36322484	12.907148
ATCC_BAA-679_Listeria_monocytogenes	2944530	12.9	315684	37909231	12.874459
